UF,ESTADO,CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,DETALHE_SITUACAO_CAND,NR_PARTIDO,SG_PARTIDO,GENERO,COR_RACA,REELEICAO
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717465,2906,DÉBORA GOMES,INDEFERIDO COM RECURSO,29,PCO,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618750,11180,MARCELA ARRUDA,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609067,2225,JOÃO MACHADO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723370,27027,CARLOS XIMENES,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595468,1012,OSSESIO SILVA,DEFERIDO,10,REPUBLICANOS,MASCULINO,PRETA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618838,1200,IRINEU CARDOSO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619893,4044,ERIBERTO MEDEIROS,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618758,11117,KARINA RIBEIRO,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620146,1414,CAPITÃO SALAS,DEFERIDO,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619901,4046,MIRELA VOZES NEGRAS,DEFERIDO,40,PSB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610576,7745,RENATA MONTEIRO,RENÚNCIA,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717462,2903,CLÉCIO BASÍLIO DA SILVA,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723514,9023,NATHALY CHAVES ,INDEFERIDO COM RECURSO,90,PROS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609297,44222,CHAPARRAL,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717461,2929,VICTOR ASSIS ,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634979,2844,GENÁRIO ROCHA,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609876,51122,JOÃO TURBINA,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723354,2723,DAYSE BRANDÃO,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619984,14222,BEZINHA BELÉM,DEFERIDO,14,PTB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723367,27627,PROFESSOR SANTANA,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718021,3377,JAIR FELIX,DEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722273,35300,LUCÉLIA,DEFERIDO,35,PMB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718764,3622,CIDINHO,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724255,50613,CHICO TAKAYAMMA,DEFERIDO,50,PSOL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001724741,1201,INALDO LINS ADVOGADO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619599,5012,SAMUEL HERCULANO,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609071,2224,DRA APARECIDA TERTO,DEFERIDO,22,PL,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609280,44052,RINALDO MOTOCICLISTAS JUNTOS,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610722,77007,SANDRA CELESTINO,DEFERIDO,77,SOLIDARIEDADE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602572,1929,REGINALDO PRATICAMENTE,DEFERIDO,19,PODE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001639702,12888,LUCÉLIA LIMA,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608973,43555,JOAQUIM LIRA,DEFERIDO,43,PV,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619687,22600,EDSON FERREIRA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718657,36551,PASTORA LAUDICEIA,DEFERIDO,36,AGIR,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715433,2000,IRMÃO ROMERO,DEFERIDO,20,PSC,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620395,40100,DIOGO MORAES,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613268,1577,GERALDO TAVARES  GT,DEFERIDO,15,MDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610394,7017,DILSON BATISTA,DEFERIDO,70,AVANTE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608953,65400,PROFESSOR PEDRO FALCÃO,DEFERIDO,65,PC do B,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715430,2076,ASSIS,DEFERIDO,20,PSC,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618738,11200,ANTONIO MORAES,DEFERIDO,11,PP,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723211,2334,BRANCA DURVANICE,DEFERIDO,23,CIDADANIA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602578,1909,PATRÍCIA DO POVO,DEFERIDO,19,PODE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724674,23385,SANDRA SUELI,DEFERIDO,23,CIDADANIA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619684,22555,SARGENTO EDSON JÚNIOR,DEFERIDO,22,PL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609852,51000,FABINHO,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610393,7099,CRIS DA MUDANÇA,DEFERIDO,70,AVANTE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618934,12300,IRMÃO WASHINGTON,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604096,4588,CLAUDEILSON OLIVEIRA,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610740,77613,LEO DAMASSA,RENÚNCIA,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001722535,2897,EDNA SANTOS,INDEFERIDO,28,PRTB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723348,2728,ANA SOUZA,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610566,7788,ZÉ AUGUSTO MAIA,PENDENTE DE JULGAMENTO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609861,51028,PEDRO BARBOSA,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613433,70120,DEYVID DA COSTA,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619718,22789,GERITON BARBOSA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618610,1136,PASTOR LUIZ EDUARDO,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634992,2800,CHARLLES DE TIRINGA,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610715,77190,PEDÃO,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613270,1540,IGOR MIRANDA,RENÚNCIA,15,MDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618421,18111,SOUZA VIGILANTE,DEFERIDO,18,REDE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619685,22222,CORONEL ALBERTO FEITOSA,DEFERIDO,22,PL,MASCULINO,BRANCA,S
PE,PERNAMBUCO,2º SUPLENTE,170001735151,500,ROMENA SANTOS ARAÚJO,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609036,1344,DULCI AMORIM,DEFERIDO,13,PT,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610575,7777,FABÍOLA CABRAL,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001613255,35,FERNANDA SOUTO MAIOR,DEFERIDO,35,PMB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722275,35445,PASTOR VALDEMIR,INDEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620377,40111,JUNIOR MATUTO,DEFERIDO,40,PSB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610735,77127,JADSON DA CONSTRUÇÃO,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609079,2270,PROFESSOR WELLINGTON SANTOS,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610733,77133,GLAURIA SIMÕES,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634988,2815,ERALDO BRITO,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609132,4411,SOCORRINHO DA APAMI,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609038,1312,CRISTIANO DO CAFÉ,INDEFERIDO,13,PT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610564,7711,ROSINHA DE CARLOS RODOLFO,DEFERIDO,77,SOLIDARIEDADE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718006,3322,IRMAO DINIZ,DEFERIDO,33,PMN,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620378,40240,MARQUILANO,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718778,3656,ENEAS DE FREITAS,INDEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619598,5044,LUIZA CAROLINA,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723369,27306,PROFESSORA ELAINE,INDEFERIDO COM RECURSO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618404,18123,MANUEL AGUIAR,DEFERIDO,18,REDE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609075,2211,ROBSON FERREIRA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609069,2290,RODOLFO SILVA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001734022,51364,APARECIDA ABILIO,INDEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602581,1912,FLÁVIO VASCONCELOS,DEFERIDO,19,PODE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618931,12612,ADEILDO MOURA,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620141,1441,MISSIONÁRIO PEDRO PAULO,DEFERIDO,14,PTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610406,7028,CANTOR J NETO,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718767,3650,PASTOR CLEYTON LEON,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001724740,1266,NAYANA CRUZ,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618616,1133,ENFERMEIRO RODRIGO PATRIOTA,DEFERIDO,11,PP,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718644,36111,BIRA AMBIENTAL,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605479,23111,CASSIANO,DEFERIDO,23,CIDADANIA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634981,2876,NEGA,INDEFERIDO,28,PRTB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595449,10134,TIAGO MENEZES,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718134,33633,SIDNEY SILVA,INDEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595461,1007,ELIAS FRANCISCO,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718013,3300,DARIO ALVES,DEFERIDO,33,PMN,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618928,12100,MARI LESSA,DEFERIDO,12,PDT,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608979,65013,PROFESSOR HELMILTON BESERRA,DEFERIDO,65,PC do B,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620143,1400,LEÃO DO NORTE,INDEFERIDO COM RECURSO,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717065,28022,VIVIANE TRINDADE,DEFERIDO,28,PRTB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619581,5050,CAROL VERGOLINO,DEFERIDO,50,PSOL,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609636,5101,PROFESSORA SUZI,DEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717463,2904,LUIZINHO RATO DO MANGUE,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609292,44600,DR . GIL,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,GOVERNADOR,170001618273,14,PASTOR WELLINGTON,DEFERIDO,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618429,50333,ROSA DA SINDICALISTAS RESISTEM,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609296,44477,EDILSON DO METRO,DEFERIDO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618611,1111,EDUARDO DA FONTE,DEFERIDO,11,PP,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609649,5100,SANDRO DA TAPIOCA,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605480,23451,MESTRE DAMIAO,DEFERIDO,23,CIDADANIA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609111,4433,MENDONÇA FILHO,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605491,23222,PROF JADSON CAETANO,DEFERIDO,23,CIDADANIA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001715332,50,ALICE GABINO,DEFERIDO,18,REDE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608977,13123,DORIEL,DEFERIDO,13,PT,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609930,55155,FRANCISCA DE NALDO DO BARRACO,DEFERIDO,55,PSD,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609641,5111,GEORGE COSTA,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634994,2812,JOÃO NETO,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619983,14014,GORETE MENEZES,DEFERIDO,14,PTB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718770,3636,LITO DOUGLAS,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619710,22622,RENATO ANTUNES,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605470,23333,ANE EBRAHIM,DEFERIDO,23,CIDADANIA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723182,65111,ELISVALDO LORINHO DO POVO,DEFERIDO,65,PC do B,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620151,1420,CLAUDIA MONTES,DEFERIDO,14,PTB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609030,1301,DR. PEDRO VELÔSO,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609068,2202,CORONEL SOUZA FILHO,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610728,77789,DR ROLAND POVOAS,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618843,1210,ELENILDO FURÃO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618853,1233,TONNY MAGALHAES,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618749,11456,TOINHO DA UNIAO,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619591,1888,DAVI MOREIRA DE ALENCAR,DEFERIDO,18,REDE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613440,70789,SIMONE PAZ,DEFERIDO,70,AVANTE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613174,23523,MARIA LUIZA,DEFERIDO,23,CIDADANIA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618742,11700,EMMANUELL CLECIO,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595450,10000,TIAGO PONTES,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619600,1833,EDVAN GUARDA GENTILEZA,DEFERIDO,18,REDE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722269,35001,DJ EVERALDO SILVA,INDEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722280,35002,LUCIA MAIMONE,DEFERIDO,35,PMB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613426,70070,DELEGADO AMARELINHO,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609264,44123,ROMERO SALES FILHO,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609135,4488,RENÉ IMPÉRIO ,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723380,27271,DR. NELSON E O COLETIVO,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605489,23444,GUTEMBERGUE MOBILIDADE,DEFERIDO,23,CIDADANIA,MASCULINO,PARDA,N
PE,PERNAMBUCO,GOVERNADOR,170001613254,35,JADILSON BOMBEIRO,DEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001600159,80000,RAFAEL WANDERLEY,DEFERIDO,80,UP,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619709,22226,DENISE PADILHA,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722267,35444,SOCORRO ,INDEFERIDO,35,PMB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610747,77713,NEMÉDIO,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610749,77511,KELLY GOMES,DEFERIDO,77,SOLIDARIEDADE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605477,45777,BASILIO MACIEL,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618615,1161,MISSIONÁRIA MICHELE COLLINS,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610401,7011,ÊNIO BATISTA,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,1º SUPLENTE,170001601202,160,RICARDO CHAVEIRINHO,DEFERIDO,16,PSTU,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619706,22227,CÍCERA É AGORA,DEFERIDO,22,PL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619716,22111,BENÉ DA PAVIMENTAÇÃO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618947,12111,WILBER MATEUS,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001736049,4402,RENATA LIMA,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722271,35159,WILLIAM ALVES,INDEFERIDO,35,PMB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619597,1818,TÚLIO GADELHA,DEFERIDO,18,REDE,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609294,44622,PASTOR GILVAN COSTA,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723343,22135,FERNANDES CONCRETOS,DEFERIDO,22,PL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613271,1502,ELIAS GOMES,DEFERIDO,15,MDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718011,3344,ALESSANDRA DO POVO,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718777,3637,AMANDA MORAIS,DEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718030,3345,RICARDO OLIVEIRA,DEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722279,35145,DOUTOR EMANOEL ANDRADE,INDEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609639,5122,DOUTOR DIOGENES,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718641,36333,IRMÃO DA PEDRA,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,2º SUPLENTE,170001609176,444,MANOEL DA CAZANOVA,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717070,28111,ISABEL CRISTINA,DEFERIDO,28,PRTB,FEMININO,BRANCA,N
PE,PERNAMBUCO,GOVERNADOR,170001618087,40,DANILO CABRAL,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001733443,4570,SOLANGE BRAZ,DEFERIDO,45,PSDB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618763,11667,BISPA ANA CAMPELO,DEFERIDO,11,PP,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608984,13113,JOÃO PAULO,DEFERIDO,13,PT,MASCULINO,PRETA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634980,2817,DR JORGE MARQUES,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605475,45245,ALCIDES CARDOSO,DEFERIDO,45,PSDB,MASCULINO,BRANCA,N
